media_type,film_id,title,original_language,genres,popularity,vote_average,vote_count,release_year
tv,39351,Grimm,en,"Drama, Mystery, Sci-Fi & Fantasy",89.3396,8.266,3617,2011
tv,220542,The Apothecary Diaries,ja,"Animation, Drama, Mystery",87.1178,8.63,625,2023
tv,10871,Hotel Cæsar,no,"Drama, Soap",86.7043,3.6,13,1998
tv,4385,The Colbert Report,en,"News, Comedy",83.6401,6.945,308,2005
tv,1667,Saturday Night Live,en,"Comedy, News",109.5633,6.908,519,1975
tv,35007,De Fabeltjeskrant,nl,Kids,113.1789,8,5,1968
tv,16322,X Factor,it,"Reality, Family",96.2787,7.5,12,2008
tv,60574,Peaky Blinders,en,"Drama, Crime",84.1168,8.525,11313,2013
tv,41956,Death in Paradise,en,"Comedy, Crime, Drama, Mystery",93.2139,7.442,339,2011
tv,209867,Frieren: Beyond Journey's End,ja,"Animation, Action & Adventure, Drama, Sci-Fi & Fantasy",83.7165,8.802,937,2023
tv,4239,Married... with Children,en,Comedy,110.3527,7.728,1250,1987
tv,1636,Top of the Pops,en,Reality,116.2072,6.6,44,1964
tv,1411,Person of Interest,en,"Action & Adventure, Crime, Sci-Fi & Fantasy",94.8905,8.1,2129,2011
tv,82588,Köln 50667,de,"Drama, Soap",70.5894,0,0,2013
tv,873,Columbo,en,"Crime, Drama, Mystery",94.2673,8.064,845,1971
tv,320571,Know How...,en,Documentary,75.0507,0,0,2012
tv,278796,Kanaa,ta,Drama,98.7552,0,0,2022
tv,3034,Scene of the Crime,de,"Drama, Crime",102.063,6.2,125,1970
tv,315038,Resort,ta,Comedy,77.142,0,0,2026
tv,226637,High Potential,en,"Drama, Crime, Mystery",82.2231,8.227,642,2024
tv,287439,Kena Bou,bn,Drama,85.2473,0,0,2022
tv,33238,Running Man,ko,"Comedy, Reality",75.3545,8.222,216,2010
tv,39269,Scandal,en,Drama,74.7648,7.2,615,2012
tv,1435,The Good Wife,en,Drama,97.8709,7.618,700,2009
tv,60802,The Last Ship,en,"Action & Adventure, Drama, Sci-Fi & Fantasy",77.7252,6.879,1071,2014
tv,276612,Ninaithen Vandhai,ta,Drama,104.3511,0,0,2024
tv,8590,Plus belle la vie,fr,"Drama, Comedy, Crime",103.5142,4.4,38,2004
tv,1400,Seinfeld,en,Comedy,82.96,8.255,2425,1989
tv,288027,Sohag Chand,bn,Drama,73.5385,0,0,2022
tv,79917,Bares für Rares,de,"Talk, Reality, Documentary",96.2455,7.6,9,2013
tv,291856,Forging Justice,zh,Drama,70.8414,8,3,2026
tv,276161,Teach You a Lesson,ko,"Action & Adventure, Drama, Comedy",67.1306,9.4,821,2026
tv,299167,Dutton Ranch,en,"Western, Drama",70.0895,9.163,550,2026
tv,273240,Off Campus,en,Drama,73.0045,8.917,805,2026
tv,259837,The WONDERfools,ko,"Action & Adventure, Comedy, Sci-Fi & Fantasy, Drama",24.4141,8.874,250,2026
tv,245026,Wizards Beyond Waverly Place,en,"Comedy, Sci-Fi & Fantasy, Family",22.6795,8.9,201,2024
tv,85077,The Chosen,en,"Action & Adventure, Family, Drama",72.6914,8.796,958,2019
tv,246,Avatar: The Last Airbender,en,"Animation, Action & Adventure, Sci-Fi & Fantasy",33.9621,8.78,5057,2005
tv,219246,When Life Gives You Tangerines,ko,Drama,30.8409,8.8,572,2025
tv,64010,Reply 1988,ko,Comedy,15.794,8.76,223,2015
tv,94605,Arcane,en,"Animation, Action & Adventure, Sci-Fi & Fantasy",35.31,8.751,6117,2021
tv,37854,One Piece,ja,"Action & Adventure, Comedy, Animation",52.7429,8.751,5497,1999
tv,259666,No One Will Miss Us,es,"Drama, Comedy",28.3466,8.747,360,2024
tv,301507,Heated Rivalry,en,Drama,51.5657,8.744,586,2025
tv,87108,Chernobyl,en,Drama,35.525,8.722,8204,2019
tv,31911,Fullmetal Alchemist: Brotherhood,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy, Drama",61.8865,8.717,2548,2009
tv,60059,Better Call Saul,en,"Crime, Drama",72.4038,8.711,6791,2015
tv,200709,Weak Hero,ko,"Action & Adventure, Drama",48.9919,8.7,508,2022
tv,138502,X-Men '97,en,"Animation, Action & Adventure, Sci-Fi & Fantasy",66.9292,8.693,856,2024
tv,1429,Attack on Titan,ja,"Animation, Sci-Fi & Fantasy, Action & Adventure",36.9171,8.684,7637,2013
tv,127532,Solo Leveling,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",54.3699,8.673,1941,2024
tv,92685,The Owl House,en,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy, Family",25.4617,8.7,1827,2020
tv,42573,Slam Dunk,ja,"Animation, Comedy",20.6975,8.7,980,1993
tv,42705,Fighting Spirit,ja,"Animation, Comedy, Drama, Action & Adventure",25.6835,8.666,1224,2000
tv,46298,Hunter x Hunter,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",83.2889,8.663,2181,2011
tv,261145,The Amazing Digital Circus,en,"Animation, Comedy, Drama, Sci-Fi & Fantasy",22.7252,8.663,399,2023
tv,131378,Adventure Time: Fionna and Cake,en,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",44.3692,8.7,346,2023
tv,89456,Primal,en,"Action & Adventure, Animation",13.2739,8.7,1607,2019
tv,271607,The Fragrant Flower Blooms with Dignity,ja,"Animation, Drama",24.0238,8.657,249,2025
tv,70785,Anne with an E,en,"Drama, Family",33.5257,8.651,4979,2017
tv,74313,Blue Planet II,en,"Documentary, Family",6.9688,8.642,359,2017
tv,1430,Cosmos: A Personal Voyage,en,Documentary,7.3873,8.648,452,1980
tv,85937,Demon Slayer: Kimetsu no Yaiba,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",20.4967,8.639,7422,2019
tv,68595,Planet Earth II,en,"Documentary, Family",9.447,8.638,960,2016
tv,1044,Planet Earth,en,Documentary,18.013,8.6,1278,2006
tv,1438,The Wire,en,"Crime, Drama",70.7699,8.635,2790,2002
tv,95557,INVINCIBLE,en,"Animation, Drama, Sci-Fi & Fantasy, Action & Adventure",65.2659,8.635,6019,2021
tv,72637,Once,es,"Comedy, Family, Soap",20.303,8.631,1533,2017
tv,62741,Kamisama Kiss,ja,"Animation, Comedy, Sci-Fi & Fantasy",14.643,8.631,1023,2012
tv,3498,Wizards of Waverly Place,en,"Comedy, Sci-Fi & Fantasy, Kids",26.1872,8.6,1202,2007
tv,3854,The Spectacular Spider-Man,en,"Action & Adventure, Animation, Kids, Family",27.3762,8.627,923,2008
tv,77696,Run BTS!,ko,Reality,15.0606,8.622,378,2015
tv,230923,Lovely Runner,ko,"Drama, Sci-Fi & Fantasy, Comedy, Mystery",13.443,8.6,294,2024
tv,57706,Ranma ½,ja,"Comedy, Action & Adventure, Animation, Sci-Fi & Fantasy",54.2007,8.621,1540,1989
tv,13916,Death Note,ja,"Animation, Mystery, Sci-Fi & Fantasy",41.3439,8.621,5099,2006
tv,280945,"Bon Appétit, Your Majesty",ko,"Drama, Sci-Fi & Fantasy",11.8442,8.62,254,2025
tv,40075,Gravity Falls,en,"Action & Adventure, Animation, Comedy, Family, Mystery, Sci-Fi & Fantasy",53.3595,8.6,3568,2012
tv,80040,Desafío Champions Sendokai,es,"Animation, Comedy, Action & Adventure, Family",5.3594,8.618,241,2013
tv,43,31 Minutes,es,"Comedy, Kids, Family",8.9699,8.618,382,2003
tv,67915,Guardian: The Lonely and Great God,ko,"Drama, Sci-Fi & Fantasy, Comedy",26.7216,8.6,3120,2016
tv,60863,Haikyu!!,ja,"Animation, Comedy, Drama",39.0537,8.616,1539,2014
tv,35790,Cardcaptor Sakura,ja,"Animation, Sci-Fi & Fantasy, Action & Adventure",29.7556,8.611,803,1998
tv,100,I Am Not an Animal,en,"Animation, Comedy, Sci-Fi & Fantasy",2.8796,8.611,786,2004
tv,289219,Star Wars: Maul - Shadow Lord,en,"Action & Adventure, Animation, Sci-Fi & Fantasy",22.5932,8.6,222,2026
tv,65930,My Hero Academia,ja,"Action & Adventure, Animation, Sci-Fi & Fantasy",22.7189,8.6,5360,2016
tv,234763,The Boy's Word: Blood on the Asphalt,ru,"Drama, Crime",8.6787,8.604,221,2023
tv,85349,Amphibia,en,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy, Family",25.1883,8.603,355,2019
tv,62914,Merlí,ca,"Comedy, Drama",9.7024,8.601,1182,2015
tv,79141,Scissor Seven,zh,"Animation, Comedy, Action & Adventure, Sci-Fi & Fantasy",31.0263,8.6,784,2018
tv,4613,Band of Brothers,en,"Drama, War & Politics",33.6521,8.6,4325,2001
tv,37419,Zoids: Chaotic Century,ja,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",12.1229,8.591,372,1999
tv,119464,Navillera,ko,Drama,5.6484,8.6,205,2021
tv,82728,Bluey,en,"Animation, Comedy, Family, Kids",48.4949,8.6,733,2018
tv,46896,The Originals,en,"Sci-Fi & Fantasy, Drama, Mystery",45.9176,8.586,3627,2013
tv,2098,Batman: The Animated Series,en,"Action & Adventure, Animation, Drama, Mystery",47.0508,8.585,1874,1992
tv,95269,Toilet-Bound Hanako-kun,ja,"Animation, Mystery, Sci-Fi & Fantasy",21.7953,8.6,786,2020
tv,135157,Alchemy of Souls,ko,"Drama, Sci-Fi & Fantasy, Action & Adventure, Mystery",21.2231,8.58,814,2022
tv,61663,Your Lie in April,ja,"Animation, Comedy, Drama",28.3695,8.579,1173,2014
tv,36189,Boris,it,Comedy,14.5957,8.578,249,2007
tv,21650,I'm in the Band,en,Comedy,6.684,8.583,277,2009
tv,35610,InuYasha,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",30.6918,8.6,2098,2000
tv,31356,Big Time Rush,en,"Comedy, Kids",13.4677,8.572,1686,2009
tv,61617,Over the Garden Wall,en,"Mystery, Sci-Fi & Fantasy, Animation, Family, Comedy",13.2833,8.6,1801,2014
tv,1408,House,en,Drama,161.4748,8.565,7822,2004
tv,124834,Heartstopper,en,Drama,15.6068,8.6,1763,2022
tv,2192,Robotech,en,"Animation, Drama, Sci-Fi & Fantasy",8.8773,8.564,383,1985
tv,9302,Digimon Tamers,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",11.6186,8.562,380,2001
tv,890,Neon Genesis Evangelion,ja,"Sci-Fi & Fantasy, Animation, Drama",31.9195,8.562,2150,1995
tv,97186,"Love, Victor",en,"Comedy, Drama",18.3741,8.561,1660,2020
tv,80564,Banana Fish,ja,"Animation, Drama, Action & Adventure, Mystery, Crime",16.8087,8.6,930,2018
tv,76662,My Mister,ko,Drama,8.6538,8.6,201,2018
tv,45790,JoJo's Bizarre Adventure,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",67.6198,8.6,1642,2012
tv,207250,The Dangers in My Heart,ja,"Animation, Comedy",27.9629,8.56,260,2023
tv,94954,Hazbin Hotel,en,"Animation, Comedy, Drama, Sci-Fi & Fantasy",32.4135,8.556,1637,2024
tv,98214,Villainous,es,Animation,5.5578,8.554,305,2017
tv,256721,Gachiakuta,ja,"Animation, Action & Adventure, Drama, Sci-Fi & Fantasy",31.3655,8.551,322,2025
tv,12313,Shadow Hunter,en,"Sci-Fi & Fantasy, Drama",1.6075,8.5,922,2005
tv,65844,KONOSUBA - God's blessing on this wonderful world!,ja,"Action & Adventure, Animation, Comedy, Sci-Fi & Fantasy",33.2824,8.545,1469,2016
tv,86031,Dr. STONE,ja,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",10.7565,8.543,1765,2019
tv,83121,Kaguya-sama: Love Is War,ja,"Comedy, Animation",35.7723,8.5,875,2019
tv,73488,Les Contes de la rue Broca,fr,"Animation, Comedy, Kids",7.604,8.543,289,1996
tv,240411,Dan Da Dan,ja,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",37.3442,8.54,927,2024
tv,32118,Generator Rex,en,"Animation, Action & Adventure, Kids, Sci-Fi & Fantasy",16.7028,8.5,423,2010
tv,37606,The Amazing World of Gumball,en,"Animation, Family, Sci-Fi & Fantasy, Comedy",44.4428,8.536,1777,2011
tv,83880,Our Planet,en,"Documentary, Family",6.9583,8.535,473,2019
tv,61222,BoJack Horseman,en,"Animation, Comedy, Drama",55.8165,8.532,2945,2014
tv,31910,Naruto Shippūden,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",56.1049,8.532,8741,2007
tv,94796,Crash Landing on You,ko,"Drama, Comedy",18.6606,8.5,961,2019
tv,88040,given,ja,"Animation, Drama",6.5792,8.531,803,2019
tv,210733,Hidden Love,zh,Drama,14.8143,8.5,253,2023
tv,83100,Dororo,ja,"Animation, Action & Adventure",17.7525,8.526,1345,2019
tv,9160,Candy Candy,ja,"Animation, Drama, Kids",14.7158,8.526,724,1976
tv,28136,Rurouni Kenshin,ja,"Action & Adventure, Animation, Comedy",23.8829,8.521,823,1996
tv,126485,Moving,ko,"Mystery, Drama, Action & Adventure",16.2833,8.52,305,2023
tv,117376,Vincenzo,ko,"Action & Adventure, Comedy, Drama, Crime",19.2653,8.518,1095,2021
tv,114410,Chainsaw Man,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy, Comedy",33.0337,8.519,2294,2022
tv,82739,Rascal Does Not Dream of Bunny Girl Senpai,ja,"Animation, Comedy, Drama",33.4392,8.518,1332,2018
tv,126506,Smiling Friends,en,"Animation, Comedy, Sci-Fi & Fantasy",23.7119,8.5,464,2020
tv,90447,Hotel Del Luna,ko,"Sci-Fi & Fantasy, Drama, Comedy",10.499,8.5,638,2019
tv,30981,Monster,ja,"Animation, Drama, Mystery, Crime",55.0824,8.513,823,2004
tv,67389,Golden Time,ja,"Animation, Drama",33.846,8.513,590,2013
tv,3793,Invader ZIM,en,"Animation, Comedy, Sci-Fi & Fantasy, Family",12.8532,8.5,469,2001
tv,76121,DARLING in the FRANXX,ja,"Animation, Drama, Sci-Fi & Fantasy, Comedy",17.9899,8.5,1931,2018
tv,68129,Yuri!!! on Ice,ja,"Animation, Comedy, Drama",14.4088,8.511,666,2016
tv,120089,SPY x FAMILY,ja,"Animation, Action & Adventure, Comedy",69.1734,8.508,2331,2022
tv,88803,Vinland Saga,ja,"Animation, War & Politics, Action & Adventure, Drama",15.6702,8.5,1005,2019
tv,83639,Girl from Nowhere,th,"Drama, Mystery, Crime",13.619,8.5,958,2018
tv,66433,Scarlet Heart: Ryeo,ko,"Drama, Sci-Fi & Fantasy, War & Politics",10.0323,8.508,596,2016
tv,127529,Bloodhounds,ko,"Drama, Action & Adventure, Crime",40.1085,8.507,783,2023
tv,110070,Horimiya,ja,"Animation, Comedy, Drama",20.5355,8.507,1162,2021
tv,75214,Violet Evergarden,ja,"Animation, Drama, Sci-Fi & Fantasy, War & Politics",20.1828,8.5,993,2018
tv,19885,Sherlock,en,"Crime, Drama, Mystery",38.2035,8.507,6631,2010
tv,6357,The Twilight Zone,en,"Sci-Fi & Fantasy, Mystery, Drama",38.3861,8.508,1060,1959
tv,77721,Real Girl,ja,"Animation, Comedy, Drama",8.3522,8.506,464,2018
tv,58474,Cosmos,en,Documentary,23.2099,8.506,1717,2014
tv,35935,Berserk,ja,"Action & Adventure, Sci-Fi & Fantasy, Animation",19.4456,8.505,842,1997
tv,11466,Kaamelott,fr,"Comedy, Drama, Sci-Fi & Fantasy",28.9576,8.5,210,2005
tv,259909,Dexter: Resurrection,en,"Crime, Drama, Mystery",22.2994,8.511,620,2025
tv,108261,Mr. Queen,ko,"Drama, Comedy, Sci-Fi & Fantasy",10.2266,8.504,505,2020
tv,45950,High School DxD,ja,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",44.7502,8.503,2063,2012
tv,125910,Young Royals,sv,Drama,10.6147,8.5,1223,2021
tv,96462,It's Okay to Not Be Okay,ko,"Drama, Comedy",12.0664,8.502,1511,2020
tv,89901,Dickinson,en,"Comedy, Drama",16.7305,8.501,992,2019
tv,229480,No Gain No Love,ko,"Drama, Comedy",8.9865,8.5,292,2024
tv,68349,Weightlifting Fairy Kim Bok-joo,ko,"Comedy, Drama",9.2667,8.5,961,2016
tv,73223,Black Clover,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",22.0475,8.497,2167,2017
tv,67075,Mob Psycho 100,ja,"Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",36.968,8.497,1352,2016
tv,225180,BLUE EYE SAMURAI,en,"Action & Adventure, Animation, Drama",14.768,8.5,824,2023
tv,56568,NANA,ja,"Animation, Drama",23.334,8.5,267,2006
tv,108291,Snowdrop,ko,"Drama, War & Politics",14.6641,8.5,319,2021
tv,42444,Saint Seiya,ja,"Animation, Drama, Action & Adventure, Sci-Fi & Fantasy",34.2015,8.492,1456,1986
tv,40143,Shaman King,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",13.9616,8.5,448,2001
tv,30991,Cowboy Bebop,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy, Western",28.7022,8.489,2003,1998
tv,197067,Extraordinary Attorney Woo,ko,Drama,20.9771,8.488,978,2022
tv,106600,BTS In the SOOP,ko,Reality,6.9941,8.488,407,2020
tv,221851,Marry My Husband,ko,"Drama, Sci-Fi & Fantasy, Comedy",13.2653,8.486,708,2024
tv,1600,Ned's Declassified School Survival Guide,en,"Comedy, Kids",20.1461,8.485,1004,2004
tv,117648,Clarkson's Farm,en,"Reality, Comedy",18.2876,8.481,453,2021
tv,100049,TONIKAWA: Over the Moon for You,ja,"Animation, Comedy",17.4025,8.481,1566,2020
tv,92468,La Familia del Barrio,es,Comedy,5.5999,8.5,509,2013
tv,79818,Meteor Garden,zh,"Drama, Family",8.4509,8.478,618,2018
tv,333,Jewel in the Palace,ko,Drama,13.5913,8.477,281,2003
tv,105248,Cyberpunk: Edgerunners,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy, Crime",37.2032,8.474,1942,2022
tv,204154,Scavengers Reign,en,"Sci-Fi & Fantasy, Drama, Animation, Action & Adventure",10.2535,8.472,446,2023
tv,154825,Business Proposal,ko,"Comedy, Drama",14.0799,8.5,789,2022
tv,154521,The Kardashians,en,Reality,17.5093,8.472,2135,2022
tv,215072,A Shop for Killers,ko,"Drama, Action & Adventure, Mystery",61.9364,8.469,225,2024
tv,96160,My Holo Love,ko,"Drama, Sci-Fi & Fantasy",6.3183,8.471,889,2020
tv,79732,She-Ra and the Princesses of Power,en,"Animation, Action & Adventure, Sci-Fi & Fantasy, Family",16.0765,8.471,837,2018
tv,136283,The Glory,ko,Drama,20.227,8.47,945,2022
tv,30669,Yu Yu Hakusho,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",33.8879,8.5,507,1992
tv,83095,The Rising of the Shield Hero,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy, Drama",16.6359,8.467,1586,2019
tv,4194,Star Wars: The Clone Wars,en,"Action & Adventure, Sci-Fi & Fantasy, Animation",62.2351,8.5,2408,2008
tv,2004,Malcolm in the Middle,en,Comedy,73.711,8.466,4937,2000
tv,42509,Steins;Gate,ja,"Animation, Sci-Fi & Fantasy, Mystery, Comedy",32.1276,8.5,990,2011
tv,129888,Twenty Five Twenty One,ko,Drama,9.9837,8.5,352,2022
tv,65249,ERASED,ja,"Animation, Drama, Mystery",13.117,8.5,1283,2016
tv,65648,Maid Sama!,ja,"Animation, Comedy",11.2349,8.5,628,2010
tv,218539,My Demon,ko,"Drama, Comedy",15.1654,8.46,682,2023
tv,75006,The Umbrella Academy,en,"Action & Adventure, Sci-Fi & Fantasy, Drama",41.3264,8.459,10100,2019
tv,228878,Common Side Effects,en,"Animation, Drama, Comedy, Sci-Fi & Fantasy",22.4695,8.454,337,2025
tv,64196,Overlord,ja,"Animation, Sci-Fi & Fantasy, Action & Adventure",33.2769,8.458,1121,2015
tv,68267,Trollhunters: Tales of Arcadia,en,"Family, Animation, Action & Adventure, Comedy, Sci-Fi & Fantasy",40.569,8.454,1169,2016
tv,207468,Kaiju No. 8,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",40.9452,8.451,798,2024
tv,66330,W: Two Worlds Apart,ko,"Drama, Comedy",8.7603,8.447,977,2016
tv,62565,My Love Story!!,ja,"Animation, Comedy",12.1024,8.446,381,2015
tv,35894,Zatch Bell!,ja,"Animation, Comedy, Kids",18.7638,8.446,271,2003
tv,34524,Teen Wolf,en,"Sci-Fi & Fantasy, Drama, Comedy",62.3135,8.444,4780,2011
tv,37585,Kenichi: The Mightiest Disciple,ja,"Action & Adventure, Animation, Comedy",23.4421,8.447,487,2006
tv,61752,Hellsing Ultimate,ja,"Animation, Drama, Sci-Fi & Fantasy",10.6064,8.441,737,2006
tv,93019,ORESUKI Are you the only one who loves me?,ja,"Animation, Comedy, Drama",8.7146,8.436,291,2019
tv,107124,Animaniacs,en,"Animation, Comedy",26.5728,8.434,599,2020
tv,62273,Food Wars! Shokugeki no Soma,ja,"Animation, Comedy, Drama",12.1637,8.434,842,2015
tv,82684,That Time I Got Reincarnated as a Slime,ja,"Action & Adventure, Animation, Sci-Fi & Fantasy, Comedy",51.7394,8.433,969,2018
tv,303351,Blood Sacrifice,sv,"Drama, Crime, Mystery",72.0838,5.933,15,2026
tv,287238,Furious,en,"Drama, Crime",60.0693,7.1,56,2026
tv,272938,Pull Strings,zh,"Comedy, Action & Adventure, Sci-Fi & Fantasy",27.0432,8.5,2,2026
tv,298610,Spooky in Love,ko,"Comedy, Sci-Fi & Fantasy, Drama",62.6434,8.837,52,2026
tv,287620,Stuart Fails to Save the Universe,en,"Comedy, Sci-Fi & Fantasy",66.8205,9.029,121,2026
tv,286709,The Westies,en,"Drama, Crime",34.9804,7.333,27,2026
tv,103516,Star Trek: Strange New Worlds,en,"Sci-Fi & Fantasy, Drama",62.3159,7.899,824,2022
tv,296756,President Curtis,en,"Animation, Comedy",41.9679,5.8,31,2026
tv,194583,The Walking Dead: Dead City,en,"Action & Adventure, Drama, Sci-Fi & Fantasy",62.7788,7.896,780,2023
tv,312523,S&X,ja,Drama,28.6647,7.333,3,2026
tv,283297,Sterling Point,en,"Mystery, Drama",68.2423,8.1,95,2026
tv,298168,The Shards,en,"Drama, Mystery",50.4935,7.8,40,2026
tv,243360,Ludwig,en,"Mystery, Crime, Drama, Comedy",37.4522,7.786,133,2024
tv,280133,Cang Feng,zh,"Crime, Mystery",12.9919,8,2,2026
tv,271016,Mystic Nine,zh,"Drama, Action & Adventure",32.4934,6.8,6,2026
tv,2710,It's Always Sunny in Philadelphia,en,Comedy,89.3139,8.263,1391,2005
tv,106449,A Record of a Mortal's Journey to Immortality,zh,"Animation, Action & Adventure, Drama",61.8727,8.4,83,2020
tv,294095,A Bona Fide Killer,ko,"Drama, Action & Adventure, Mystery, Crime",30.3829,6.5,5,2026
tv,276470,OK! Let's Get Divorced,ko,"Drama, Comedy, Family",6.4801,7,1,2026
tv,387,SpongeBob SquarePants,en,"Animation, Comedy, Family",20.9344,7.7,3255,1999
tv,228421,Average Joe,en,"Comedy, Drama, Crime",17.1271,7,19,2023
tv,220102,Spider-Noir,en,"Drama, Mystery, Crime",39.0408,8.361,795,2026
tv,331650,Umthetho,zu,"Crime, Drama",18.0808,5,5,2026
tv,213703,Agent from Above,zh,"Drama, Action & Adventure, Sci-Fi & Fantasy",8.4711,7.422,32,2026
tv,202555,Daredevil: Born Again,en,"Drama, Action & Adventure, Crime",46.2239,8.162,1072,2025
tv,300727,The Apartment Job,ko,"Drama, Comedy, Crime",29.7976,8.7,27,2026
tv,201834,ted,en,Comedy,33.9316,7.932,727,2024
tv,287496,The Road to Splendor,zh,Drama,70.0707,7,3,2026
tv,278043,You and I Are Polar Opposites,ja,"Animation, Comedy",37.5227,8.659,88,2026
tv,220074,Flex X Cop,ko,"Drama, Crime, Mystery, Action & Adventure",26.8288,7.804,46,2024
tv,95480,Slow Horses,en,"Crime, Drama, Mystery",70.6635,8,937,2022
tv,309798,My Brilliant Career,en,"Drama, Family",39.6804,4.6,19,2026
tv,69346,Saga of Tanya the Evil,ja,"Animation, Drama, Sci-Fi & Fantasy, War & Politics",30.3827,8.223,455,2017
tv,270476,Widow's Bay,en,"Drama, Comedy, Mystery",36.7178,8.067,405,2026
tv,312949,Chainsmoker Cat,ja,"Animation, Comedy, Sci-Fi & Fantasy",50.653,8.573,55,2026
tv,223564,"The 100 Girlfriends Who Really, Really, Really, Really, REALLY Love You",ja,"Animation, Comedy",51.7061,8.284,216,2023
tv,291350,Anna Pigeon,en,"Drama, Mystery, Crime",36.3474,7,11,2026
tv,296206,Agent Kim Reactivated,ko,"Action & Adventure, Crime, Drama",43.4905,8.373,146,2026
tv,123542,LINK CLICK,zh,"Animation, Sci-Fi & Fantasy, Mystery, Drama",31.0221,8.2,120,2021
tv,84773,The Lord of the Rings: The Rings of Power,en,"Action & Adventure, Drama, Sci-Fi & Fantasy",74.5923,7.226,3863,2022
tv,258348,Clevatess,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",25.3969,7.969,98,2025
tv,213375,VisionQuest,en,Sci-Fi & Fantasy,16.179,0,0,2026
tv,322428,Moria,es,Drama,37.2566,9.5,24,2026
tv,223911,Renegade Immortal,zh,"Animation, Drama, Action & Adventure",101.0251,8.2,40,2023
tv,85552,Euphoria,en,Drama,77.4979,8.277,11036,2019
tv,120911,The Terminal List,en,"Action & Adventure, Drama",37.9116,7.948,1181,2022
tv,47663,The Ark,en,"Sci-Fi & Fantasy, Mystery",34.7124,6.388,169,2023
tv,250008,"Oh Boy, Was I Wrong About Her",ja,"Animation, Comedy",37.4154,8,2,2026
tv,153217,Sparks of Tomorrow,ja,"Animation, Drama, Sci-Fi & Fantasy",27.5972,8.4,8,2026
tv,136315,The Bear,en,"Drama, Comedy",47.8028,8.1,1889,2022
tv,203744,Sugar,en,"Drama, Mystery",38.1801,7.148,366,2024
tv,329987,9/11: Reunited,en,Documentary,5.732,8,1,2026
tv,323411,The Vampire Lestat,en,"Drama, Sci-Fi & Fantasy",20.2343,6.4,55,2026
tv,236235,The Gentlemen,en,"Comedy, Drama, Crime",38.4061,7.816,836,2024
tv,91768,Ascendance of a Bookworm,ja,"Animation, Drama, Sci-Fi & Fantasy",60.8777,8.1,141,2019
tv,260463,Daemons of the Shadow Realm,ja,"Animation, Action & Adventure, Sci-Fi & Fantasy",43.7586,8.659,63,2026
tv,300480,Ricky Gervais Alley Cats,en,"Animation, Comedy",20.229,7.675,40,2026
tv,331946,A Beautiful Obsession,en,Documentary,10.9011,8.7,3,2026
tv,241882,Ride or Die,en,Action & Adventure,31.6288,6.6,96,2026
tv,302658,Founder: Orhan,tr,"Drama, Action & Adventure, War & Politics",12.1442,8,7,2025
tv,285250,The Trembling of Cicada,zh,Mystery,5.8698,8,2,2026
tv,125928,My Adventures with Superman,en,"Animation, Action & Adventure, Sci-Fi & Fantasy",38.3652,8.129,268,2023
tv,277439,Cape Fear,en,"Crime, Drama",61.1288,7.185,157,2026
tv,301412,Dream to You,ko,"Drama, Comedy",50.0971,9.3,10,2026
tv,207333,One Hundred Years of Solitude,es,"Drama, Sci-Fi & Fantasy",39.638,7.981,241,2024
tv,247522,Tires,en,Comedy,36.4743,6.7,99,2024
tv,323557,Lion,en,Documentary,12.1211,9,2,2026
tv,218038,Vivant,ja,Drama,20.7548,7.315,27,2023
tv,114461,Ahsoka,en,"Sci-Fi & Fantasy, Action & Adventure",27.9196,7.405,1284,2023
tv,296286,Smoking Behind the Supermarket with You,ja,"Animation, Comedy",34.1043,8.9,39,2026
tv,219971,The Agency,en,"Drama, Mystery",41.1348,7.201,276,2024
tv,111834,Stillwater,en,"Kids, Animation",22.5729,7.6,21,2020
tv,125909,Batman: Caped Crusader,en,"Animation, Crime, Action & Adventure, Mystery",25.0742,7.3,275,2024
tv,289324,Star Wars: Visions Presents - The Ninth Jedi,ja,"Animation, Sci-Fi & Fantasy, Action & Adventure",29.3765,7.5,23,2026
